Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry
Lafcadio Hearn Japanese Gardens,http://www.lafcadiohearngardens.com,+353(0)870960013,-7.15002274603273,52.1634696580684,Waterford,Tramore,Republic of Ireland
Dungarvan Castle,http://www.heritageireland.ie/en/south-east/dungarvancastle/,+353(0)5848144,-7.6161511054878,52.0892648611029,Waterford,Dungarvan,Republic of Ireland
Rathvilly Motte,http://www.megalithomania.com,,-6.678403,52.880339,Carlow,Liberty Tree,Republic of Ireland
Shannon Erne Waterway Ballinamore,,+353(0)719644855,-7.80492195494903,54.0528906063186,Leitrim,Ballinamore,Republic of Ireland
Clonmel Racecourse,http://www.clonmelraces.ie,+353(0)526188508,-7.68072,52.364352,Tipperary,Clonmel,Republic of Ireland
Tipperary Racecourse,http://www.tipperaryraces.ie,+353(0)6251357,-8.208061,52.50038,Tipperary,Limerick Junction,Republic of Ireland
Wexford Racecourse,http://www.wexfordraces.ie,+353(0)539142307,-6.490035,52.341815,Wexford,Wexford Town,Republic of Ireland
Jameson Distillery Midleton,http://www.jamesonwhiskey.com,+353(0)214613594,-8.16855455588915,51.9135845078898,Cork,Midleton,Republic of Ireland
Desmond Castle  Wine Museum,http://www.heritageireland.ie/en/south-west/desmondcastle/,+353(0)214774855,-8.524855,51.706922,Cork,Kinsale,Republic of Ireland
Old Mellifont Abbey,http://www.heritageireland.ie/en/midlands-eastcoast/oldmellifontabbey/,+353(0)419826459,-6.46595950926212,53.7426635128435,Louth,Drogheda,Republic of Ireland
Galway Atlantaquaria,http://www.nationalaquarium.ie/,+353(0)91585100,-9.074008,53.259919,Galway,Salthill,Republic of Ireland
Lally Coach Hire Ltd,http://www.lallytours.com,+353(0)91562905,-9.048882,53.273232,Galway,Galway City,Republic of Ireland
Leisureland,http://www.leisureland.ie,+353(0)91521455,-9.08248399999999,53.258984,Galway,Salthill,Republic of Ireland
Suck Valley Visitor Conference Centre and Riverside Café,http://www.discoversuckvalleyway.ie/visitor-centre.php,+353(0)830698795,-8.260814,53.569999,Roscommon,Athleague,Republic of Ireland
Glengowla Mines,http://www.glengowlamines.ie,+353(0)91552021,-9.374364,53.418112,Galway,Oughterard,Republic of Ireland
Budget Car Rental,http://www.budget.ie,+353(0)906627711,-6.244319,53.427171,Dublin,Dublin Airport,Republic of Ireland
Corrib Tours on the Corrib Princess,http://www.corribprincess.ie/,+353(0)91563846,-9.052401,53.276239,Galway,Galway City,Republic of Ireland
Citylink Travel Services,http://www.citylink.ie,+353(0)91564163,-9.041945,53.269708,Galway,Galway City,Republic of Ireland
Westport Leisure Park,http://www.westportleisure.com,+353(0)9829160,-9.525624,53.800232,Mayo,Westport,Republic of Ireland
Cloondavaun Bay Marina,,+353(0)909749227,-8.31531431793711,53.0681279373929,Galway,Portumna,Republic of Ireland
Galway Cultural Institute,http://www.gci.ie,+353(0)91863100,-9.071435,53.262935,Galway,Salthill,Republic of Ireland
Punchestown Racecourse,http://www.punchestown.com,+353(0)45897704,-6.62747570898432,53.1843171280392,Kildare,Punchestown,Republic of Ireland
Naas Racecourse,http://www.naasracecourse.com,+353(0)45897391,-6.64819627249141,53.2194067656032,Kildare,Naas,Republic of Ireland
Ormond Castle,http://www.heritageireland.ie/en/south-east/ormondcastle/,+353(0)51640787,-7.40706209521488,52.3453260632141,Tipperary,Carrick On Suir,Republic of Ireland
Carrick-On-Suir Visitor Information Point,,+353(0)51640200,-7.41340476322943,52.3465927703523,Tipperary,Carrick-on-Suir,Republic of Ireland
Tipperary County Museum,http://www.tipperarycoco.ie/museum,+353(0)526134550,-7.698741,52.355541,Tipperary,Clonmel,Republic of Ireland
Dunbrody Famine Ship Experience,http://www.dunbrody.com/visitor-info/irish-emigrant-experience/,+353(0)51425239,-6.94780696560667,52.3936317902039,Wexford,New Ross ,Republic of Ireland
Hook Lighthouse & Visitor Centre,http://hookheritage.ie/,+353(0)51397054,-6.929438,52.123757,Wexford,New Ross,Republic of Ireland
Ferns Castle,http://www.heritageireland.ie/en/south-east/fernscastle/,+353(0)539366411,-6.49952438888544,52.590701575237,Wexford,Ferns Village,Republic of Ireland
The Causey Farm,http://www.causey.ie,+353(0)469434135,-6.921112,53.666175,Meath,Navan,Republic of Ireland
St. Mel's Cathedral,http://longfordparish.com/,+353(0)433346465,-7.796213068626,53.7268394603812,Longford,Longford Town,Republic of Ireland
Greenan Maze,http://www.greenanmaze.com,+353(0)40446000,-6.305334,52.91459,Wicklow,Rathdrum,Republic of Ireland
Crag Cave,http://www.cragcave.com,+353(0)667141244,-9.444364,52.247082,Kerry,Castleisland,Republic of Ireland
Slea Head Famine Cottages and Sheep Dog Trials,http://www.famine-cottage.com,+353(0)669156241,-10.412162,52.10539,Kerry,Dingle,Republic of Ireland
Kilkenny Castle Parkland,http://www.heritageireland.ie/en/south-east/kilkennycastle/,+353(0)876349153,-7.249375,52.650426,Kilkenny,Kilkenny City,Republic of Ireland
The Watergarden Garden Centre,http://www.camphill.ie/Thomastown,+353(0)567724690,-7.139893,52.526743,Kilkenny,Thomastown,Republic of Ireland
Kingdom Greyhound Racing Stadium,http://www.kingdomgreyhoundstadium.ie,+353(0)61448080,-9.70056387962336,52.2745145872968,Kerry,Tralee,Republic of Ireland
The Donkey Sanctuary,http://www.thedonkeysanctuary.ie/visit-and-fall-in-love,+353(0)2248398,-8.79422099942303,52.2649923015278,Cork,Mallow,Republic of Ireland
Woodstock Gardens and Arboretum,http://www.woodstock.ie,+353(0)878549785,-7.06027586375421,52.4751051326706,Kilkenny,Inistioge,Republic of Ireland
Bahana Forest,http://www.coillteoutdoors.ie/,,-6.92162977783209,52.5076031689915,Carlow,St. Mullins,Republic of Ireland
Marl Bog,http://www.coillteoutdoors.ie/index.php?id=173&rec_site=160&trail=294,+353(0)61337322,-8.05861954314286,52.5503709500934,Tipperary,Dundrum,Republic of Ireland
Carey's Castle,http://www.coillte.ie,,-7.70723566061687,52.3584131841366,Tipperary,Clonmel,Republic of Ireland
Carrickbyrne Hill,http://www.coillteoutdoors.ie/sites-and-trails/recreation-site-and-trails-search/?no_cache=1,,-6.77791896150245,52.3649871443024,Wexford,New Ross,Republic of Ireland
Dunamore Woods,http://www.coillteoutdoors.ie/,,-6.56890355735458,52.4428316603089,Wexford,Enniscorthy,Republic of Ireland
Comeragh Mountains- Muddy Boots,,+353(0)51875823,-7.72536667903788,52.2692650952256,Waterford,Lemybrien,Republic of Ireland
Malahide Castle and Howth Tour - DoDublin,http://dodublin.ie,+353(0)17033028,-6.261029,53.350462,Dublin,Dublin City,Republic of Ireland
Gleninchaquin Park,http://www.gleninchaquin.com,+353(0)877128553,-9.66063839246464,51.8019888784367,Kerry,Kenmare,Republic of Ireland
Anam Cré Studio,http://www.kenmare-pottery.com,+353(0)646641849,-9.58533722661574,51.8822093806298,Kerry,Kenmare,Republic of Ireland
Mardyke Entertainment Complex,http://www.mardyke.com,+353(0)214273000,-8.481096,51.898107,Cork,Cork City,Republic of Ireland
Bere Island Ferries,http://www.bereislandferries.com,+353(0)2775009,-9.897609,51.636061,Cork,Castletownbere,Republic of Ireland
Cross River Ferries Ltd.,http://crossriverferries.ie/getting-cross-river-ferries/,+353(0)214811223,-8.321949,51.848299,Cork,Cobh,Republic of Ireland
Murphy's Ferry Service,http://www.murphysferry.com,+353(0)2775014,-9.818661,51.636259,Cork,Bere Island,Republic of Ireland
Saint Mary's Church,http://www.heritageireland.ie/en/south-east/stmaryschurchgowrancokilkenny/,+353(0)567767726,-7.064717,52.6289,Kilkenny,Gowran,Republic of Ireland
Barry's Coaches Ltd.,http://www.barryscoaches.com,+353(0)214505390,-8.465772,51.91024,Cork,Cork City,Republic of Ireland
Kerry Airport PLC,http://www.kerryairport.ie,+353(0)669764644,-9.51822508648521,52.1834315147506,Kerry,Farranfore,Republic of Ireland
Great Island Car Rentals,http://www.greatislandcarrentals.com,+353(0)214811609,-8.319403,51.847901,Cork,Cobh,Republic of Ireland
Dan & Donal McCrohan Boat Operators,http://Skelligboat.com,+353(0)872399741,-10.3509022757664,51.9093641120594,Kerry,Valentia Island,Republic of Ireland
Kennedy's All-Weather Pet Farm & Playgrounds,http://www.killarneypetfarm.com,+353(0)647754054,-9.39194785395261,52.0296343406267,Kerry,Killarney,Republic of Ireland
The Cork City Tour,http://www.corkcitytours.com/,+353(0)214309090,-8.471041,51.899375,Cork,Cork City,Republic of Ireland
Killarney Guided Walks,http://www.killarneyguidedwalks.com,+353(0)876394362,-9.51816339203602,52.0585516879163,Kerry,Killarney,Republic of Ireland
PG Tourism Services,http://www.pgtourism.com,+353(0)646631101,-9.513409,52.052248,Kerry,Killarney,Republic of Ireland
"Siamsa Tíre, The National Folk Theatre & Arts Centre",http://www.siamsatire.com,+353(0)667123055,-9.70834716071317,52.2664535275707,Kerry,Tralee,Republic of Ireland
Kilkenny Airport,http://www.kilkennyairport.ie,,-7.29839052099702,52.6504498237095,Kilkenny,Kilkenny City,Republic of Ireland
JJ Kavanagh Coach Hire Service,http://www.jjkavanagh.ie,+353(0)568831106,-7.578598,52.722655,Kilkenny,Urlingford,Republic of Ireland
Abbeyleix Heritage House,http://www.abbeyleixheritage.com,+353(0)578731653,-7.34637393254092,52.9173877779371,Laois,Abbeyleix,Republic of Ireland
An Grianan Adult Education College,http://www.ica.ie/An-Grian%C3%A1n.6.1.aspx,+353(0)419822119,-6.264549,53.754937,Louth,Termonfeckin,Republic of Ireland
Maudabawn Cultural Centre,,+353(0)495559504,-7.02288,54.030531,Cavan,Cootehill,Republic of Ireland
The Organic Centre,http://www.theorganiccentre.ie,+353(0)719854338,-8.11951,54.392409,Leitrim,Rossinver,Republic of Ireland
Inishowen Maritime Museum & New Full Dome Planetarium,http://www.inishowenmaritime.com,+353(0)749381363,-6.986171,55.203097,Donegal,Inishowen,Republic of Ireland
Rosses Anglers Association,http://www.fishinginireland.info/salmon/north/rosses.htm,+353(0)749521163,-8.36099307110566,54.9508787377348,Donegal,Dungloe,Republic of Ireland
Leixlip Castle,http://intokildare.ie/listing/leixlip-castle/,+353(0)16244430,-6.48737007801821,53.3645021255719,Kildare,Leixlip,Republic of Ireland
Scenic Passage East Ferry,http://www.passageferry.ie,+353(0)51382480,-6.97282523677063,52.2402467039509,Waterford,Passage East,Republic of Ireland
Small Escorted Tours of Ireland,http://www.irelandescorted.com,+353(0)567727322,-7.23658248250964,52.5825362078813,Kilkenny,Kilkenny City,Republic of Ireland
Knockabbey Castle & Gardens,http://www.knockabbeycastle.com,+353(0)16778816,-6.584483,53.930599,Louth,Louth,Republic of Ireland
Splashworld,http://www.splashworld.ie,+353(0)51390176,-7.14722,52.161851,Waterford,Tramore,Republic of Ireland
Hawk's Well Theatre,http://www.hawkswell.com,+353(0)719161518/9161526,-8.477043,54.268771,Sligo,Sligo Town,Republic of Ireland
Bundoran Waterworld,http://www.waterworldbundoran.com,+353(0)719841172,-8.279783,54.480178,Donegal,Bundoran,Republic of Ireland
Dwyer McAllister Cottage,http://www.heritageireland.ie/en/midlands-eastcoast/dwyermcallistercottage/,+353(0)40445325,-6.56500393254089,52.9619284624672,Wicklow,Knockanarrigan,Republic of Ireland
Sligo Folk Park,http://www.sligofolkpark.com,+353(0)719165001,-8.399321,54.129294,Sligo,Riverstown,Republic of Ireland
Hill of Tara,http://www.heritageireland.ie/en/midlands-eastcoast/hilloftara/,+353(0)469025903,-6.61156,53.578705,Meath,Tara,Republic of Ireland
Trim Castle,http://www.heritageireland.ie/en/midlands-eastcoast/trimcastle/,+353(0)469438619,-6.790364,53.554732,Meath,Trim,Republic of Ireland
Wicklow Mountains National Park,http://www.wicklowmountainsnationalpark.ie,+353(0)40445425,-6.36146697502009,53.0037170213412,Wicklow,Glendalough,Republic of Ireland
Sligo Racecourse,http://www.countysligoraces.com,+353(0)719183342,-8.45714928039547,54.2627673683743,Sligo,Sligo Town,Republic of Ireland
Bundoran Beach,,+353(0)719841350,-8.27960825676268,54.4782437120576,Donegal,Bundoran,Republic of Ireland
Culdaff Blue Flag Beach 2019,,,-7.1509567484145,55.293409908708,Donegal,Inishowen,Republic of Ireland
Lisfannon,http://visitinishowen.com,+353(0)749362600,-7.48165280946466,55.0963841510373,Donegal,Inishowen,Republic of Ireland
Shroove Blue Flag Beach 2019,http://www.govisitinishowen.com,+353(0)749363451,-6.92729529415953,55.2283314206515,Donegal,Inishowen,Republic of Ireland
Magherawarden - Portsalon Blue Flag Beach 2019,,,-7.6240770577076,55.2056044750489,Donegal,Portsalon,Republic of Ireland
Killahoey Blue Flag Beach 2019,,,-7.95897496800923,55.1790540703975,Donegal,Dunfanaghy,Republic of Ireland
Portnoo-Naran Blue Flag Beach 2019,,+353(0)749721148,-8.44666659188851,54.8389686154753,Donegal,Narin/Portnoo,Republic of Ireland
Fintra Blue Flag Beach 2019,,+353(0)749721148,-8.48465656616213,54.6347764563094,Donegal,Killybegs,Republic of Ireland
The Dolmen Centre,,+353(0)749545010,-8.436855,54.822723,Donegal,Naran,Republic of Ireland
Ramor Theatre,http://www.ramortheatre.com,+353(0)498547074,-7.080113,53.833822,Cavan,Virginia,Republic of Ireland
Cavan and Leitrim Railway,http://cavanandleitrim.com,+353(0)719638599,-7.91651,53.859514,Leitrim,Dromod,Republic of Ireland
Kenmare Heritage Centre,,+353(0)646641233,-9.584642,51.880807,Kerry,Kenmare,Republic of Ireland
River Bandon (Game),http://www.bandonriver.com/,+353(0)2641222,-8.9637,51.906862,Cork,Bandon,Republic of Ireland
O'Shea's Cycles,http://homepage.tinet.ie/~osheacycles/index.htm,+353(0)669761919,-9.783935,52.106282,Kerry,Killorglin,Republic of Ireland
Casey's Skellig Boat Trips,http://www.skelligislands.com,+353(0)669472437,-10.3693339931225,51.8837274514345,Kerry,Portmagee,Republic of Ireland
Historical  Walking Tour,http://www.northwestwalkingguides.com,+353(0)749735967,-8.10988002391191,54.6546325077439,Donegal,Donegal Town,Republic of Ireland
Mount Congreve Estate Gardens,http://www.mountcongreve.com,+353(0)51384115,-7.21234533919596,52.2376875611901,Waterford,Kilmeaden,Republic of Ireland
St. Fin Barre's Cathedral,http://www.cathedral.cork.anglican.org,+353(0)214963387,-8.480785,51.89432,Cork,Cork City,Republic of Ireland
Kilcohan Park Greyhound Stadium,http://www.kilcohanparkgreyhoundstadium.ie,+353(0)61448080,-7.112149,52.242676,Waterford,Waterford City,Republic of Ireland
Kilbeggan Racecourse,http://www.kilbegganraces.com,+353(0)579332176,-7.49175891528318,53.385405056296,Westmeath,Kilbeggan,Republic of Ireland
Curragh Racecourse,http://www.curragh.ie,+353(0)45441205,-6.84418596826174,53.1638667417878,Kildare,The Curragh,Republic of Ireland
Navan Racecourse,http://www.navanracecourse.ie,+353(0)469021350,-6.67439179364009,53.68428181667,Meath,Navan,Republic of Ireland
St Connell's Museum & Heritage Centre,,+353(0)749551766,-8.281898,54.795302,Donegal,Glenties,Republic of Ireland
Skibbereen Heritage Centre,http://www.skibbheritage.com,+353(0)2840900,-9.2719133386231,51.550868575794,Cork,Skibbereen,Republic of Ireland
The River Barrow Navigation,http://www.irelandsancienteast.com/see-do/boating/boat/the-river-barrow-navigation,+353(0)599131554,-6.93749692606593,52.8365868746328,Carlow,Carlow Town,Republic of Ireland
Isaac Butt Heritage Centre,,+353(0)749133108,-7.932909,54.837603,Donegal,Ballybofey,Republic of Ireland
Dunfanaghy Fishery,,+353(0)749136232,-7.969977,55.18327,Donegal,Dunfanaghy,Republic of Ireland
Mulroy Clay Pigeon Club,,+353(0)749153230,-7.69106,55.068268,Donegal,Milford,Republic of Ireland
Loughcrew Historic Gardens,http://www.loughcrew.com,+353(0)498541356,-7.14367188227845,53.7341959797683,Meath,Oldcastle,Republic of Ireland
Liss Ard Gardens,http://www.lissardestate.com,+353(0)2840000,-9.25326172011807,51.5375554740858,Cork,Skibbereen ,Republic of Ireland
Lough Derg Place of Pilgrimage,http://www.loughderg.org,+353(0)719861518,-7.87127813389588,54.6089850115486,Donegal,Pettigo,Republic of Ireland
Doe Castle,http://www.heritageireland.ie/en/north-west/doecastle/,+353(0)872937383,-7.86408,55.135002,Donegal,Creeslough,Republic of Ireland
Gap of Dunloe Tours,http://www.gapofdunloetours.com,+353(0)646630200,-9.63583859789491,52.0245778032227,Kerry,Killarney,Republic of Ireland
Hertz Rent a Car,http://www.hertz.ie,+353(0)539152500Wexford,-6.456079,52.344114,Wexford,Wexford Town,Republic of Ireland
Fota House and Gardens,http://www.irishheritagetrust.ie.,+353(0)214815543,-8.303769,51.893912,Cork,Carrigtwohill,Republic of Ireland
Galvin's Coaches Dunmanway Ltd.,,+353(0)238845125,-9.108832,51.72388,Cork,Dunmanway,Republic of Ireland
West Cork Music Ltd.,http://www.westcorkmusic.ie,+353(0)2752788,-9.448848,51.680447,Cork,Bantry,Republic of Ireland
St Brigid’s Cathedral & Round Tower,http://www.kildare.ie/community/easysites/kildareheritage/?page_id=2790,+353(0)45530672,-6.91131296560672,53.157917,Kildare,Kildare,Republic of Ireland
Lullymore Heritage  & Discovery Park,http://www.lullymoreheritagepark.com,+353(0)45870238,-6.94972847094732,53.270712901366,Kildare,Rathangan,Republic of Ireland
Ballyloughan Castle,http://carlowtourism.com/ballyloughan-castle-2/,,-6.898006,52.672974,Carlow,Bagenalstown,Republic of Ireland
Dingle Guided Walks & Tours,http://www.dingleactivities.com,+353(0)669155143,-10.355146855714,52.1744811961628,Kerry,Gallarus,Republic of Ireland
Waterpoint,http://www.waterpoint.ie,+353(0)9636999,-9.089272,54.217386,Sligo,Enniscrone,Republic of Ireland
Dunleckney Manor,,+353(0)599721932,-6.93846925396724,52.7136089924901,Carlow,Bagenalstown,Republic of Ireland
Carlow Courthouse,,,-6.93121208465572,52.8382111381112,Carlow,Dublin Street,Republic of Ireland
Carlow Cathedral,http://www.carlowcathedral.ie,+353(0)599164087,-6.927924,52.837005,Carlow,Carlow Town,Republic of Ireland
Liberty Tree,,+353(0)599130411,-6.929228,52.835025,Carlow,Carlow Town,Republic of Ireland
Croppies Grave,http://carlowtourism.com/carlow-town-walk/,+353(0)599131554,-6.93938,52.838941,Carlow,Chapel St,Republic of Ireland
Rathgall Stone Fort,,+353(0)599131554,-6.663278,52.802441,Carlow,Tullow,Republic of Ireland
Cloch an Phoill,,,-6.746674,52.770253,Carlow,Tullow,Republic of Ireland
Haroldstown Dolmen,http://carlowtourism.com/haroldstown-dolmen-2/,+353(0)599131554,-6.66423803439329,52.8444730408112,Carlow,Tullow,Republic of Ireland
Black Abbey,http://visitkilkenny.ie/black_abbey,,-7.257644,52.653965,Kilkenny,Kilkenny City,Republic of Ireland
